ACCOUNT|PARENT|ACCOUNT TYPE|DATA STORAGE|VARIANCE REPORTING|ALIAS: DEFAULT
AC_4000000|AC_9991000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4000000:::OPERATING EXPENSE
AC_4100000|AC_4000000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4100000:::LABOR
AC_4101000|AC_4100000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4101000:::HOURLY WAGES
AC_4001110|AC_4101000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001110:::REGULAR LABOR
AC_4001150|AC_4101000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001150:::PREMIUM LABOR
AC_4001170|AC_4101000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001170:::TRAINING LABOR
AC_4001190|AC_4101000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001190:::NON-PRODUCTIVE LABOR
AC_4001210|AC_4101000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001210:::LABOR ACCRUAL
AC_4101500|AC_4100000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4101500:::TEMP LABOR
AC_4001230|AC_4101500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001230:::TEMPORARY LABOR
AC_4102000|AC_4100000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4102000:::WORK ORDER WAGES
AC_4001350|AC_4102000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001350:::WORK ORDER LABOR
AC_4102500|AC_4100000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4102500:::SALARY WAGES
AC_4001250|AC_4102500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001250:::SALARIED WAGES
AC_4103000|AC_4100000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4103000:::PTO WAGES
AC_4001270|AC_4103000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001270:::HOLIDAY LABOR
AC_4001290|AC_4103000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001290:::SICK LABOR
AC_4001310|AC_4103000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001310:::VACATION LABOR
AC_4103500|AC_4100000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4103500:::BONUS
AC_4001330|AC_4103500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001330:::BONUSES
AC_4104000|AC_4100000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4104000:::COMMISSION
AC_4001410|AC_4104000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001410:::COMMISSIONS
AC_4001430|AC_4104000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001430:::COMMISSIONS AMORT
AC_4150000|AC_4000000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4150000:::SUBCONTRACT LABOR
AC_4151000|AC_4150000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4151000:::SUBCON LABOR
AC_4001390|AC_4151000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001390:::SUBCONTRACTOR LABOR
AC_4151500|AC_4150000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4151500:::SUBCON WORK ORDER LABOR
AC_4001370|AC_4151500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001370:::WORK ORDER SUBCONTRACTOR LABOR
AC_4152000|AC_4150000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4152000:::SUBCONTRACT RESALE
AC_4001470|AC_4152000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001470:::SUBCONTRACTOR RESALE
AC_4200000|AC_4000000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4200000:::PAYROLL RELATED
AC_4201000|AC_4200000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4201000:::PAYROLL TAXES
AC_4001450|AC_4201000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001450:::FICA
AC_4001490|AC_4201000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001490:::OTHER PAYROLL TAXES
AC_4001530|AC_4201000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001530:::SDI
AC_4001550|AC_4201000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001550:::FUI
AC_4001590|AC_4201000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001590:::SUI
AC_4201500|AC_4200000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4201500:::EMPLOYEE BENEFITS
AC_4001610|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001610:::401K PLAN
AC_4001630|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001630:::BURDEN
AC_4001650|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001650:::BURDEN ALLOCATION
AC_4001670|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001670:::DEFERRED COMP INTEREST
AC_4001690|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001690:::DENTAL BENEFITS
AC_4001710|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001710:::JOB COST ALLOCATION
AC_4001730|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001730:::LIFE INSURANCE BENEFITS
AC_4001750|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001750:::LT DISABILITY
AC_4001770|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001770:::MEDICAL BENEFITS
AC_4001790|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001790:::OTHER HEALTH AND WELFARE
AC_4001810|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001810:::PENSION BENEFITS
AC_4001830|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001830:::ST DISABILITY
AC_4001850|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001850:::UNION 401K
AC_4001870|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001870:::UNION HEALTH AND WELFARE
AC_4001890|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001890:::UNION PENSION AND ANNUITY
AC_4001910|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001910:::UNION TRAINING AND OTHER
AC_4001930|AC_4201500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001930:::VISION BENEFITS
AC_4202000|AC_4200000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4202000:::PERSONNEL COSTS
AC_4001950|AC_4202000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001950:::AGENCY & OTHER RECRUITING
AC_4001970|AC_4202000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001970:::AUTO ALLOWANCE
AC_4001990|AC_4202000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001990:::BACKGROUND CHECK-DRUG SCREEN
AC_4002010|AC_4202000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002010:::CLUB DUES NON-DED
AC_4002030|AC_4202000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002030:::EMPLOYEE RELATIONS
AC_4002050|AC_4202000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002050:::GIFTS TO EMPLOYEE
AC_4002070|AC_4202000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002070:::RELOCATION
AC_4002090|AC_4202000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002090:::TRAINING AND EDUCATION
AC_4202500|AC_4200000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4202500:::SHARE BASED COMPENSATION
AC_4002110|AC_4202500|EXPENSE|NEVER SHARE|EXPENSE|AC_4002110:::SHARE BASED COMP
AC_4250000|AC_4000000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4250000:::INSURANCE
AC_4253500|AC_4250000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4253500:::OTHER INSURANCE
AC_4002250|AC_4253500|EXPENSE|NEVER SHARE|EXPENSE|AC_4002250:::OTHER INSURANCE EXPENSE
AC_4002270|AC_4253500|EXPENSE|NEVER SHARE|EXPENSE|AC_4002270:::OTHER INSURANCE PASS THRU EXPENSE
AC_4002290|AC_4253500|EXPENSE|NEVER SHARE|EXPENSE|AC_4002290:::POLLUTION INSURANCE
AC_4002310|AC_4253500|EXPENSE|NEVER SHARE|EXPENSE|AC_4002310:::PROPERTY INSURANCE
AC_4254000|AC_4250000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4254000:::INSURANCE PROGRAM MGMT
AC_4002370|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002370:::ADMINISTRATIVE CHARGES
AC_4002390|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002390:::ASO FEES
AC_4002410|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002410:::AUTO LIABILITY PREMIUM
AC_4002430|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002430:::CLAIMS ACCRUED
AC_4002450|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002450:::CLAIMS PAID
AC_4002470|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002470:::DEDUCTIBLE PREMIUMS CHARGED
AC_4002490|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002490:::EMF PREMIUM CHARGED
AC_4002510|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002510:::FEE SAVING PROG FEES
AC_4002530|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002530:::GENERAL PREMIUM EXPENSE
AC_4002550|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002550:::GENERAL PREMIUMS CHARGED
AC_4002570|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002570:::IFM OTHER EXPENSE
AC_4002590|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002590:::IFM PREMIUM EXPENSE
AC_4002610|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002610:::LINC PREMIUMS CHARGED
AC_4002630|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002630:::METLIFE PREMIUMS CHARGED
AC_4002650|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002650:::RECOVERABLES
AC_4002670|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002670:::REFUNDS
AC_4002690|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002690:::REINSURANCE FEE
AC_4002710|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002710:::RX REBATE
AC_4002730|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002730:::STOP LOSS PREMIUMS
AC_4002750|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002750:::TAX ASSESSMENT FEE
AC_4002770|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002770:::TRANSFER TO RESERVE
AC_4002790|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002790:::UHC CVP PREMIUMS CHARGED
AC_4002810|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002810:::UHC HPFC PREMIUMS CHARGED
AC_4002830|AC_4254000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002830:::UHC TC PREMIUMS CHARGED
AC_4251000|AC_4250000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4251000:::WORKERS COMP INSURANCE
AC_4002130|AC_4251000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002130:::WC INSURANCE BASE
AC_4002150|AC_4251000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002150:::WC INSURANCE DEDUCTIBLE
AC_4251500|AC_4250000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4251500:::GENERAL LIABILITY INSURANCE
AC_4002170|AC_4251500|EXPENSE|NEVER SHARE|EXPENSE|AC_4002170:::GL INSURANCE BASE
AC_4002190|AC_4251500|EXPENSE|NEVER SHARE|EXPENSE|AC_4002190:::GL INSURANCE DEDUCTIBLE
AC_4252000|AC_4250000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4252000:::AUTO INSURANCE
AC_4002210|AC_4252000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002210:::AUTO INSURANCE BASE
AC_4002230|AC_4252000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002230:::AUTO INSURANCE DEDUCTIBLE
AC_4252500|AC_4250000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4252500:::AVI INSURANCE
AC_4002330|AC_4252500|EXPENSE|NEVER SHARE|EXPENSE|AC_4002330:::AVIATION INSURANCE
AC_4253000|AC_4250000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4253000:::GKLL INSURANCE
AC_4002350|AC_4253000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002350:::GARAGE LIABILITY INSURANCE
AC_4300000|AC_4000000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4300000:::MATERIALS AND SUPPLIES
AC_4301000|AC_4300000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4301000:::MATERIALS AND SUPPLY
AC_4002850|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002850:::MATERIAL AND SUPPLIES
AC_4002870|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002870:::PAPER PRODUCTS
AC_4002890|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002890:::LANDSCAPE MATERIALS
AC_4002910|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002910:::FOOD SUPPLIES
AC_4002930|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002930:::WORK ORDER SUPPLIES
AC_4002950|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002950:::UNIFORMS
AC_4002970|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002970:::LAUNDRY
AC_4002990|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4002990:::SIGNAGE
AC_4003010|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003010:::NON-CAP START UP COSTS
AC_4003030|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003030:::PURCHASE DISCOUNTS
AC_4003050|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003050:::SUPPLY REBATES
AC_4003070|AC_4301000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003070:::INVENTORY VARIANCE
AC_4301500|AC_4300000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4301500:::SUPPLIES RESALE
AC_4001510|AC_4301500|EXPENSE|NEVER SHARE|EXPENSE|AC_4001510:::SUPPLY RESALE
AC_4350000|AC_4000000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4350000:::DEPRECIATION
AC_4351000|AC_4350000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4351000:::DEPRN MACHINERY AND EQUIP
AC_4003090|AC_4351000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003090:::DEP EXP MACH AND EQUIP
AC_4003100|AC_4351000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003100:::DEP EXP CAP LEASE - M&E
AC_4351500|AC_4350000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4351500:::DEPRN LH AND BUILDING RELATED
AC_4003110|AC_4351500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003110:::DEP EXP BUILDING LEASEHOLD
AC_4003130|AC_4351500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003130:::DEP EXP OFFICE FURN AND FIX
AC_4003140|AC_4351500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003140:::DEP EXP CAP LEASE - F&F
AC_4352000|AC_4350000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4352000:::DEPRN COMPUTER AND RELATED
AC_4003150|AC_4352000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003150:::DEP EXP COMPUTER AND RELATED
AC_4003160|AC_4352000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003160:::DEP EXP CAP LEASE - COMP EQ AND SW
AC_4352500|AC_4350000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4352500:::DEPRN TRANSPORT EQUIP
AC_4003170|AC_4352500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003170:::DEP EXP AUTO AND TRUCKS
AC_4003180|AC_4352500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003180:::DEP EXP CAP LEASE - TRANSPORTATION EQUIP
AC_4400000|AC_4000000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4400000:::T&E EXPENSE
AC_4401000|AC_4400000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4401000:::TRAVEL AND RELATED COSTS
AC_4003190|AC_4401000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003190:::AIRFARE
AC_4003210|AC_4401000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003210:::HOTEL
AC_4003230|AC_4401000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003230:::MEALS (50% DEDUCTION)
AC_4003250|AC_4401000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003250:::CAR RENTAL
AC_4003270|AC_4401000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003270:::MILEAGE,PKG,CABS
AC_4003290|AC_4401000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003290:::MILEAGE ALLOCATION
AC_4003310|AC_4401000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003310:::OTHER TRAVEL AND RELATED
AC_4401500|AC_4400000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4401500:::ENTERTAINMENT AND RELATED COSTS
AC_4003330|AC_4401500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003330:::ENTERTAINMENT BUSINESS
AC_4003350|AC_4401500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003350:::ENTERTAINMENT MEALS
AC_4003370|AC_4401500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003370:::EMPLOYEE MEALS
AC_4003390|AC_4401500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003390:::MANAGEMENT MEETING
AC_4003410|AC_4401500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003410:::GIFTS TO CLIENTS >THAN25
AC_4003430|AC_4401500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003430:::GIFTS TO CLIENTS 25 OR LESS
AC_4003450|AC_4401500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003450:::GIFTS/ENT-PUB-FED
AC_4003470|AC_4401500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003470:::GIFTS/ENT-PUB-MUN
AC_4003490|AC_4401500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003490:::GIFTS/ENT-PUB-ST
AC_4450000|AC_4000000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4450000:::MANAGEMENT REIMBURSEMENT
AC_4451000|AC_4450000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4451000:::MGMT REIMBURSEMENT
AC_4001570|AC_4451000|EXPENSE|NEVER SHARE|EXPENSE|AC_4001570:::MGMT REIMB
AC_4500000|AC_4000000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4500000:::OTHER OPERATING EXPENSES
AC_4501000|AC_4500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4501000:::ADVERTISING & MARKETING
AC_4003610|AC_4501000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003610:::ADVERTISING AND MARKETING
AC_4003630|AC_4501000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003630:::CONVENTION AND EXHIBIT
AC_4501500|AC_4500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4501500:::AUTO EXPENSES
AC_4003510|AC_4501500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003510:::AUTO FUEL
AC_4003530|AC_4501500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003530:::AUTO MAINTENANCE AND REPAIRS
AC_4003550|AC_4501500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003550:::VEHICLE CITATIONS
AC_4003570|AC_4501500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003570:::VEHICLE ALLOCATION
AC_4003590|AC_4501500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003590:::OTHER AUTO EXPENSE
AC_4502000|AC_4500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4502000:::BAD DEBT
AC_4003650|AC_4502000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003650:::BAD DEBT GENERAL
AC_4003670|AC_4502000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003670:::BAD DEBT SPECIFIC
AC_4003690|AC_4502000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003690:::CASH MANAGEMENT FEE
AC_4503000|AC_4500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4503000:::CONSULTING AND PROFESSIONAL SERVICES
AC_4004390|AC_4503000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004390:::CONSULTING & PROFESSIONAL SERVICES
AC_4004410|AC_4503000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004410:::MANAGEMENT FEE
AC_4004430|AC_4503000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004430:::SFDC EXPENSE
AC_4503500|AC_4500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4503500:::LEGAL
AC_4004450|AC_4503500|EXPENSE|NEVER SHARE|EXPENSE|AC_4004450:::LEGAL FEES
AC_4004470|AC_4503500|EXPENSE|NEVER SHARE|EXPENSE|AC_4004470:::LEGAL SETTLEMENTS
AC_4504000|AC_4500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4504000:::OFFICE EXPENSES
AC_4004490|AC_4504000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004490:::COMPUTER & OTHER OFFICE EXPENSE
AC_4004510|AC_4504000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004510:::DUES AND SUBSCRIPTIONS
AC_4004530|AC_4504000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004530:::FORMS AND PRINTING
AC_4004550|AC_4504000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004550:::POSTAGE AND COURIER
AC_4004570|AC_4504000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004570:::CAP COSTS CLEARING
AC_4004590|AC_4504000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004590:::CAP INTERNAL IT LABOR
AC_4004610|AC_4504000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004610:::CAPITALIZED CONSULTANT
AC_4004630|AC_4504000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004630:::CAPITALIZED SOFTWARE
AC_4504500|AC_4500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4504500:::OTHER INC SALE OF FA
AC_4004810|AC_4504500|EXPENSE|NEVER SHARE|EXPENSE|AC_4004810:::GAIN-LOSS-SALE OF FIXED ASSETS
AC_4004830|AC_4504500|EXPENSE|NEVER SHARE|EXPENSE|AC_4004830:::NET BOOK VALUE
AC_4004850|AC_4504500|EXPENSE|NEVER SHARE|EXPENSE|AC_4004850:::CASH PROCEEDS-DISP
AC_4505000|AC_4500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4505000:::OTHER INCOME & EXPENSE
AC_4004670|AC_4505000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004670:::INTEREST INCOME
AC_4004690|AC_4505000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004690:::INTEREST INCOME ESPC
AC_4004710|AC_4505000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004710:::JV INCOME-LOSS
AC_4004730|AC_4505000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004730:::MISCELLANEOUS INCOME
AC_4004750|AC_4505000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004750:::OTHER DISCOUNTS EARNED
AC_4004770|AC_4505000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004770:::OTHER INCOME-REBATE
AC_4004790|AC_4505000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004790:::RENTAL INCOME
AC_4505500|AC_4500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4505500:::OTHER OPERATING EXPENSE
AC_4003710|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003710:::DAMAGE AND BREAKAGE
AC_4003730|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003730:::FINES AND PENALTIES
AC_4003750|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003750:::CHARITABLE CONTRIBUTIONS
AC_4003770|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003770:::ACCRUED BONDS
AC_4003790|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003790:::GPO COSTS
AC_4003810|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003810:::INSURANCE DEPARTMENT
AC_4003830|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003830:::BANK & OTHER FINANCING FEES
AC_4003850|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003850:::FOREIGN EXCHANGE
AC_4003870|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003870:::REBATE - CREDIT CARD
AC_4003890|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003890:::BOARD OF DIRECTORS FEES
AC_4003910|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003910:::POLITICAL CONTRIBUTIONS
AC_4003930|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003930:::OTHER CONTRACT RELATED
AC_4003950|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003950:::MISCELLANEOUS
AC_4003960|AC_4505500|EXPENSE|NEVER SHARE|EXPENSE|AC_4003960:::CASH MANAGEMENT FEE
AC_4506000|AC_4500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4506000:::RENTAL
AC_4003970|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003970:::842 EQUIPMENT RENTAL LT
AC_4003990|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4003990:::842 LAND AND BUILDING RENTAL LT
AC_4004010|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004010:::842 LAND AND BUILDING RENTAL ST
AC_4004030|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004030:::842 OTHER VARIABLE RENT
AC_4004050|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004050:::842 PARKING LOT RENT LT
AC_4004070|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004070:::842 RENT ST
AC_4004090|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004090:::EQUIPMENT RENTAL
AC_4004110|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004110:::LAND AND BUILDING RENTAL
AC_4004130|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004130:::VEHICLE LEASE
AC_4004150|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004150:::PARKING LOT RENT
AC_4004170|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004170:::PARKING PERCENTAGE RENT
AC_4004190|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004190:::PARKING RENT ADJUSTMENT
AC_4004210|AC_4506000|EXPENSE|NEVER SHARE|EXPENSE|AC_4004210:::OTHER RENTAL EXPENSE
AC_4506500|AC_4500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_4506500:::REPAIRS, MAINTENANCE & WARRANTY
